,0,1,2,3,4,5,6,7,8
34,Data Visualization Analyst,MV Transportation,3.1 out of 5 star rating,Sponsored,"
            MV is looking for a Data Visualization Analyst to join our Data Science team. The ideal candidate will have demonstrated success as a Visualization Analyst and…","1,353 reviews",https://www.indeed.com//cmp/Mv-Transportation/reviews?campaignid=cmplinktst2&amp;from=SERP&amp;jt=Data+Visualization+Analyst&amp;fromjk=8eca2024a7678b52&amp;jcid=664e666343e1f3d9,"Dallas, TX",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DdVgMPPqVTZ3Zw7YleYjiHVuuqNtn4z__DRsBmcGhhf4Bl4Fr7VSVqmycQ5cv9mOACatk_MAPO_iWPp3AXN6aXvDFfwy8za48FZbjrKSV1o61LHDKMF1hwgkey2zniZ4oIlcvUF3AYg4yu7IVOjLdTIhc8DvYBdscFTMsL46njiWMANYRJOIobpPf-tkpvQ1gh60o2X5so1MXzDwzRYKjbhyfmte6oVFXQB9g3vVo0TSMlWZsTy2254jElvU4IiKftH2h7TGTahITufkqvQRQFfkXvg_0h9OsBdf_Y8VfjCssvPrDOFIWBsQfBgojnqB0Smh11Hp8Pkw10YT-RCtkEiGZCwD_7D_J51lEmNKMlWyuAIG5lppMLReCrACJ7BqTv8oOKtedxkiTBbEOYQS7ElLOhv-VJjE9UDhEsYLID9w0l88SXxdi_xUoBVPrDk80=&p=2&fvj=1&vjs=3
35,Data Analyst,CEDENT,NULL,save job - more...,"
            Capability to work with a team of data analysts to derive necessary information from data sets. Client team is seeking a Data Analyst (8+ years experience) to…",NULL,NULL,NULL,https://www.indeed.com/rc/clk?jk=cef65cf51aceb588&fccid=2ecf4575019bf07a&vjs=3
36,Data Analyst Lv 1 - PCCI,Parkland Health and Hospital System,3.9 out of 5 star rating,Parkland Health & Hospital System,"
            Must have two (2) years of experience in analysis of healthcare or business related data and information systems. Prefer a Master's degree in a related field.",959 reviews,https://www.indeed.com//cmp/Parkland-Health-&amp;-Hospital-System/reviews?campaignid=cmplinktst2&amp;from=SERP&amp;jt=Data+Analyst+Lv+1+-+PCCI&amp;fromjk=9167c7452cfcafa3&amp;jcid=b7602590b64ce57a,NULL,https://www.indeed.com/rc/clk?jk=9167c7452cfcafa3&fccid=2e8d122bc3bdde9f&vjs=3
37,            Senior Data Analyst / Data Scientist / Tableau Developer,1000bulbs.com,NULL,save job - more...,"
            Technical expertise regarding data models, database design development, data mining and segmentation techniques. Paid sick time - 5 days per year.",NULL,NULL,NULL,https://www.indeed.com/company/1000bulbs/jobs/Senior-Data-Analyst-b6a77498e69eb6de?fccid=b527e0a2e86b76d2&vjs=3
38,Data Analyst,Associa,3.3 out of 5 star rating,save job - more...,"
            As part of the Data Management Organization (DMO), the Data Analyst interprets and analyzes data, develops metrics and communicates results to drive key…",316 reviews,https://www.indeed.com//cmp/Associa/reviews?campaignid=cmplinktst2&amp;from=SERP&amp;jt=Data+Analyst&amp;fromjk=8d60a164c79eb391&amp;jcid=841c1bdac17aeefa,NULL,https://www.indeed.com/rc/clk?jk=8d60a164c79eb391&fccid=841c1bdac17aeefa&vjs=3
39,            Financial Analyst Intern,Jim Lake Companies,NULL,5 days ago,"
            Responsibilities include consolidating and analyzing financial data to assist, guide and coordinate purchase, redevelopment and/or refinance efforts for the…",NULL,NULL,NULL,"https://www.indeed.com/company/Jim-Lake-Management-Company,-Inc./jobs/Financial-Analyst-Intern-e12a4b0073347bc3?fccid=a645db2ae437ecb4&vjs=3"
40,            OCALC Pole Loading Analyst,GW Communications,2.8 out of 5 star rating,save job - more...,"
            The field data for each pole is provided to the Analyst for their use in developing the OCALC Pole Reports. Experience with OCALC Pro is preferred.",27 reviews,https://www.indeed.com//cmp/Unitek-Global-Services/reviews?campaignid=cmplinktst2&amp;from=SERP&amp;jt=OCALC+Pole+Loading+Analyst&amp;fromjk=be04d24880bdcd43&amp;jcid=dde6ba27b193946e,NULL,https://www.indeed.com/company/UniTek-Global-Services/jobs/Ocalc-Pole-Loading-Analyst-be04d24880bdcd43?fccid=dad54baca8e40b1d&vjs=3
41,            Sr. Data Analyst,The Exchange,3.7 out of 5 star rating,save job - more...,"
            5 years’ experience extracting large volume of data using SAS/SQL or other large data analysis tools *required. This Company Describes Its Culture as:",125 reviews,https://www.indeed.com//cmp/The-Exchange/reviews?campaignid=cmplinktst2&amp;from=SERP&amp;jt=Sr.+Data+Analyst&amp;fromjk=15acefe34a82b3c1&amp;jcid=9a62d3a3c050f668,NULL,https://www.indeed.com/company/The-Exchange/jobs/Senior-Data-Analyst-15acefe34a82b3c1?fccid=9a62d3a3c050f668&vjs=3
42,            Aircraft Records Analyst,Collaborative Mind LLC,NULL,save job - more...,"
            Research and resolve unmatched aircraft data. Ensure timely, accurate and synchronized data updates. High level of attention to detail;",NULL,NULL,NULL,https://www.indeed.com/company/Collaborative-Mind/jobs/Aircraft-Record-Analyst-6ebd58f2af81db9e?fccid=781a4eeb8dac0dfe&vjs=3
43,Data Analyst / Report Developer,Horizontal Integration,2.6 out of 5 star rating,5 days ago,"
            Includes expertise in data quality, data organization, metadata, and data profiling. Demonstrated ability to move data between production systems and across…",17 reviews,https://www.indeed.com//cmp/Horizontal-Integration/reviews?campaignid=cmplinktst2&amp;from=SERP&amp;jt=Data+Analyst+%5C%2F+Report+Developer&amp;fromjk=c0a1300c7da1f777&amp;jcid=48ea8b788f7975a4,NULL,https://www.indeed.com/company/Horizontal-Integration/jobs/Data-Analyst-c0a1300c7da1f777?fccid=48ea8b788f7975a4&vjs=3
44,Data Science Analyst,Michaels,3.6 out of 5 star rating,save job - more...,"
            The Data Science Analyst will manage, measure, and provide insights on corporate-level tests. We are currently recruiting for a Data Science Analyst located in…","6,832 reviews",https://www.indeed.com//cmp/Michaels/reviews?campaignid=cmplinktst2&amp;from=SERP&amp;jt=Data+Science+Analyst&amp;fromjk=8a678a25a0e76bb8&amp;jcid=7bec89cb1b3b9073,NULL,https://www.indeed.com/rc/clk?jk=8a678a25a0e76bb8&fccid=7bec89cb1b3b9073&vjs=3
45,            Compliance Analyst - Mortgage,Recovco Mortgage Management,3.0 out of 5 star rating,Sponsored,"
            Entering data into the system. Compliance Analysts with post-closing TRID and NPL compliance experience. Recovco Mortgage Management, LLC established as an…",26 reviews,https://www.indeed.com//cmp/Recovco-Mortgage-Management/reviews?campaignid=cmplinktst2&amp;from=SERP&amp;jt=Compliance+Analyst+-+Mortgage&amp;fromjk=9c85b36a3e72f27d&amp;jcid=ad07577192f2a13a,"Dallas, TX",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BsP0bh-gP0Ksp9L4YI_2D7FE7E8Ko-sMqCKBfsZr-hldP1cnN3LXm69Vns2LcRfH1RMGTZn4JhwxyYV-qOpFPeO2Er2T_j7rJAKniIY2vQbu6ArmWZyC0uWr1oDjfB86IZGwcIGoUYnl0Agmkn2fg9FPFPTJyZAO6SM3ZIOjjkci5dCKkrX6tRcGAoKjUqUHG9BAcuf5tSGmZRKdNgXsthusromOwdsvFexbcuDAhPPlvCTFLqYpvf6OG4fgUAmKE_apbpEUv26KWQM6rd5lydvQ6FiS2ghMAc1RjEFGxlDnlBs4WpG2rE2VNrZZsX3tejpeA53YIDBeW_6AYSkYUKaHqZkOWDsCzwHYg6AB3zWYaDQIbTwToz1G6HxfuW4XW1abg6J64opNKjpCP6STvUIOysLzTq2CCbtWmd64F1bs9XN1x6WXAxhGIPaeJLtqA=&p=13&fvj=1&vjs=3
46,            Support Analyst,"SimpleLTC Systems, LLC",NULL,Sponsored,"
            3 years of customer service experience. We are seeking a talented individual with a passion for customer service, an eye for detail, and a strong desire to…",NULL,NULL,"Richardson, TX",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0C2wfulQF9oZ-ZSJ-mo6VmM85E0P1m_2aUOMOc6iABymjQSg37JanQ7nyDt986Xh8U4gYG9XNMzdcN5UxFUXdmAX6scBrXPeZ83UmgONsj6a2FLwZYKeXRmtQBFgvn0hRjDh4DkA0Kl686S50fM47iu48cNZY649dJaEuFiBvt3BI8PusoVFnY9EWjuypJL_mwNA0yszKDR1kmYQJyLa40AS9AeAQP8y_bzZ15AjDJ-dF1MmiYKilo0cHKjEDjX__GhWjUEYpCZqnOkJMM-Q_VIrBnNj27xrLjKl1KlJ6OAbMaqYkiAS0vcg6REsnnGyUH3XGVLg4mnDIaPTYOuo8BmGWm9vvtJ5No33qmpLvl8Nf54D3qIXcCqEQpve8w0qEaqY4oePNKsHZrAvDf2I2MQkFo45S8OVaaItQsfPmHYylttAPs_cZok&p=14&fvj=1&vjs=3
47,            ERP Analyst,Allied Stone Inc.,3.1 out of 5 star rating,Sponsored,"
            Experience in provide information and data to management on an ad-hoc basis. Must be detail oriented with strong execution skills.",21 reviews,"https://www.indeed.com//cmp/Allied-Stone,-Inc./reviews?campaignid=cmplinktst2&amp;from=SERP&amp;jt=ERP+Analyst&amp;fromjk=9ddbff5ea86db80c&amp;jcid=ab9ef1f11166cf2c","Dallas, TX 75229 (Preston Hollow area)",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BbrXMPuVCiZRTtnWsYrF1LdlKHCZmSMTBTTD08b_OqD6nrSx0VRSVVp3_2YHV_e6t3czJUItEgJt9P5Rs964vuwvK78DZfVdm6Bz8IlFqUBoe_Ty1d7NfBUjzemLhMDyjKajcfUJl079n4qPrgAr_4rMbb-X5z0rKyiI15XduvMK8SN8NQs7KcwzT3KcKwX21dFaoIQG0pfCUUbYybW1FrTFIGdM5cnFzR42whImxsNJ4MuDdqwo3-aO4GlkKKM3uZifq4IO1-rx2TudfCuJOyaa7IDGQ9vzdkVLO9QHyp86-X4rXAY9ZjAQ09B_No8LZUNbGR6R508Z7OoZSxIEdaTKjqr0LeU0xZ7IiBaNCfQ5Ga60mJivOPbS2sp_gujqf4tLFvCH0BF7AGlbqGUDc4fYCryJrYpRogAveFObzzU9Z3P4C7LFla&p=15&fvj=1&vjs=3
48,Data Visualization Analyst,MV Transportation,3.1 out of 5 star rating,Sponsored,"
            MV is looking for a Data Visualization Analyst to join our Data Science team. The ideal candidate will have demonstrated success as a Visualization Analyst and…","1,353 reviews",https://www.indeed.com//cmp/Mv-Transportation/reviews?campaignid=cmplinktst2&amp;from=SERP&amp;jt=Data+Visualization+Analyst&amp;fromjk=8eca2024a7678b52&amp;jcid=664e666343e1f3d9,"Dallas, TX",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DdVgMPPqVTZ3Zw7YleYjiHVuuqNtn4z__DRsBmcGhhf4Bl4Fr7VSVqmycQ5cv9mOACatk_MAPO_iWPp3AXN6aXvDFfwy8za48FZbjrKSV1o61LHDKMF1hwgkey2zniZ4oIlcvUF3AYg4yu7IVOjLdTtkrWHTGkUTXGeOThwC9uekNMsRWfUz2Xz0mp5v9NVFxd9wS8gym_HslpRDqo5LbL0owaCYdS0kwvw7nS4fS-h36Ov1CwdBDCZ77v6R0iAnAPG0nzY8IeslT_v35rxxuDEerZt_9HmGWcQx2DEU0gzVPAiGy8TBduX24nuMfGEpMrpNK1UPPkkwFObmT9DKXXMKJf0Z3Ruw6PTPvkpLdcpFXup_X03MNbWINPuo8Y-xWn4vYyEBsnK0X2A2B5XL8-wdlsmT3jUuftxtuOJHFqUY18kxKpqGoTjIDNolZ9KEk=&p=0&fvj=1&vjs=3
49,            Support Analyst,"SimpleLTC Systems, LLC",NULL,Sponsored,"
            3 years of customer service experience. We are seeking a talented individual with a passion for customer service, an eye for detail, and a strong desire to…",NULL,NULL,"Richardson, TX",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0C2wfulQF9oZ-ZSJ-mo6VmM85E0P1m_2aUOMOc6iABymjQSg37JanQ7nyDt986Xh8U4gYG9XNMzdcN5UxFUXdmAX6scBrXPeZ83UmgONsj6a2FLwZYKeXRmtQBFgvn0hRjDh4DkA0Kl686S50fM47iu-Pefh7smkrXQp0m6V3kClYo6M_QFR-T4pxRY_exD5U4zq1f3ysi3qN7CExsMwkmarhCFaCeiawVvTkTcQ2ws4hIbJxBuIqEktOdShWvz79Yn0gikBnPM-LBiA_uVvhu1Agi8EA0Xe9p4RSQdgF77iLWbJZdCwXkBXihiY4UQKcDaPwM9o5oYfi6kYI1i6sSaURT9pi6JVOMVexYqR1s11vGCI-7AHQZtIqN6U2yPWk6MOnV0KnL2xHD96Qsh6nvUaCrQPuf0-3vr-QvUob_mtKj79sXrMp9D&p=1&fvj=1&vjs=3
50,Data Security Analyst,First Soft Solutions [ Direct],NULL,6 days ago,"
            Metadata, data quality, and data stewardship. 5 + years of Data Management Platform (DMP) experience & Implementation of data security strategies, requirements,…",NULL,NULL,NULL,https://www.indeed.com/rc/clk?cmp=First-Soft-Solutions-%5B-Direct%5D&ti=Data+Security+Analyst&jk=e2b6a01030ec6c9b&fccid=6dd0aeac1ec043d4&vjs=3
51,            Field Service Analyst         - new,Baylor Scott & White Health,3.9 out of 5 star rating,36 minutes ago,"
            The Field Service Analyst repairs and replaces computing devices (independent of platform specifications), manages data migration, storage repair, and backup.","2,917 reviews",https://www.indeed.com//cmp/Baylor-Scott-&amp;-White-Health/reviews?campaignid=cmplinktst2&amp;from=SERP&amp;jt=Field+Service+Analyst&amp;fromjk=b3a7cd3c0403b53b&amp;jcid=a60ce642e99a527b,NULL,https://www.indeed.com/rc/clk?jk=b3a7cd3c0403b53b&fccid=9f3a9e3753ee0b45&vjs=3
52,"Data Analyst - Plano, TX",Silverlink Technology LLC,NULL,6 days ago,"
            Familiarity with Data Quality conceptsand IDQ knowledge is a plus. At least 6-7 years of experience withcomplex Data Analysis, Profiling and Mining.",NULL,NULL,NULL,https://www.indeed.com/company/Silverlink-Technologies-Pvt-Ltd/jobs/Data-Analyst-ab78d3d28ffb4c22?fccid=fa5518b17910d7b1&vjs=3
53,Data Analyst (Operations Analyst II OFFSI)         - new,City of Arlington,4.0 out of 5 star rating,9 hours ago,"
            Skills in collecting and analyzing data, preparing high quality written and graphical reports and making recommendations to senior management.",74 reviews,https://www.indeed.com//cmp/City-of-Arlington/reviews?campaignid=cmplinktst2&amp;from=SERP&amp;jt=Data+Analyst+%28Operations+Analyst+II+OFFSI%29&amp;fromjk=1b75d6c109b4b442&amp;jcid=bd85bad0d9d5161f,NULL,https://www.indeed.com/rc/clk?jk=1b75d6c109b4b442&fccid=bd85bad0d9d5161f&vjs=3
54,Data Visualization Analyst,"MV Transportation, Inc.",3.1 out of 5 star rating,save job - more...,"
            MV is looking for a Data Visualization Analyst to join our Data Science team. The ideal candidate will have demonstrated success as a Visualization Analyst and…","1,353 reviews",https://www.indeed.com//cmp/Mv-Transportation/reviews?campaignid=cmplinktst2&amp;from=SERP&amp;jt=Data+Visualization+Analyst&amp;fromjk=9cda199521fcc3cb&amp;jcid=900e9dff65215ffe,NULL,https://www.indeed.com/rc/clk?jk=9cda199521fcc3cb&fccid=664e666343e1f3d9&vjs=3
55,            ETL Data Analyst,ConnectedX Inc.,NULL,save job - more...,"
            Strong technical experience with data modeling, databases, data mining and querying techniques. 3 years of data querying, transformation using SQL and/or…",NULL,NULL,NULL,"https://www.indeed.com/company/Connectedx,-Inc./jobs/ETL-Data-Analyst-0381e3c2d98275b5?fccid=fb09abdbf5409ed3&vjs=3"
56,Data Scientist / Validation Analyst # 743265,Systemart LLC,4.1 out of 5 star rating,save job - more...,"
            Discovers and diagnoses modeling related risks including input data, assumption, concept, methodology, process and implementation.",12 reviews,https://www.indeed.com//cmp/Systemart/reviews?campaignid=cmplinktst2&amp;from=SERP&amp;jt=Data+Scientist+%5C%2F+Validation+Analyst+%23+743265&amp;fromjk=1305b20cbc76f898&amp;jcid=91cb404d2b3acc76,NULL,https://www.indeed.com/rc/clk?jk=1305b20cbc76f898&fccid=f9dd3166cf821eca&vjs=3
57,            QA Data Analyst - Plano,"LERETA, LLC",3.3 out of 5 star rating,save job - more...,"
            LERETA is currently seeking a QA Data Analyst - Plano for the Plano, TX location to join our dynamic team of hardworking professionals.",86 reviews,"https://www.indeed.com//cmp/Lereta,-LLC/reviews?campaignid=cmplinktst2&amp;from=SERP&amp;jt=QA+Data+Analyst+-+Plano&amp;fromjk=4127eb017a2eee71&amp;jcid=bd6ad021cc9cb18c",NULL,https://www.indeed.com/rc/clk?jk=4127eb017a2eee71&fccid=bd6ad021cc9cb18c&vjs=3
58,Data Analyst - Acquisitions,Rushmore Loan Management Services,3.1 out of 5 star rating,save job - more...,"
            Develop data validation tools and techniques to increase data quality. The analyst develops an understanding of business processes/data requirements and…",47 reviews,https://www.indeed.com//cmp/Rushmore-Loan-Management-Services/reviews?campaignid=cmplinktst2&amp;from=SERP&amp;jt=Data+Analyst+-+Acquisitions&amp;fromjk=84a8ec3297621fb1&amp;jcid=668e5499b5fda48d,NULL,https://www.indeed.com/rc/clk?jk=84a8ec3297621fb1&fccid=a13fdcf1024e8345&vjs=3
59,Data Scientist,Optimuss Inc,NULL,save job - more...,"
            Knowledge of datamodeling, ETL, data processing/warehousing, database architecture, and SQL,SAS, SPSS, and/or STATA.",NULL,NULL,NULL,https://www.indeed.com/company/Optimuss-Inc/jobs/Data-Scientist-7fe7f93c42bc0ecb?fccid=fbc1b714e71b809d&vjs=3
60,            Compliance Analyst - Mortgage,Recovco Mortgage Management,3.0 out of 5 star rating,Sponsored,"
            Entering data into the system. Compliance Analysts with post-closing TRID and NPL compliance experience. Recovco Mortgage Management, LLC established as an…",26 reviews,https://www.indeed.com//cmp/Recovco-Mortgage-Management/reviews?campaignid=cmplinktst2&amp;from=SERP&amp;jt=Compliance+Analyst+-+Mortgage&amp;fromjk=9c85b36a3e72f27d&amp;jcid=ad07577192f2a13a,"Dallas, TX",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BsP0bh-gP0Ksp9L4YI_2D7FE7E8Ko-sMqCKBfsZr-hldP1cnN3LXm69Vns2LcRfH1RMGTZn4JhwxyYV-qOpFPeO2Er2T_j7rJAKniIY2vQbu6ArmWZyC0uWr1oDjfB86IZGwcIGoUYnl0Agmkn2fg9ezwS_eoky6bCR2Nwpyk4BIjD46OCtbylsKfFmOVFhpkVldiSP7frVYgEdOGN-Fkcw22rZyvxEsI9eEj3fcjgLjg1jKEKhJMpIb-xGGyOrLsGFlD8VnmaHqCABaCrIyuhQ0Jr2wZcTY8nRQJhR4G2SigzZtQE3GxpEvwRrv1S33zV96X6lrax0JVtb-66I8V1dH49mS7ePBGjwWW8s0qnhP1bGSyoiUZsGEICEMk3ziAdpDTYkqN-PspdXQXxvkuQr_nQft_4zeyNXiNYuLapfkmPJA8Z15fpjY3qOhT4roE=&p=12&fvj=1&vjs=3
61,            Credit Analyst,Confidential Financial Services,NULL,Sponsored,"
            Pride in the work you submit, follow-through and attention to detail. Perform analysis surrounding financial reports, engineering data and legal documents in…",NULL,NULL,"Plano, TX",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0ANpXsWCUlpGeivrKCUsTM3nXlFrJzqpVHpLiGvEMWNKEbvAV-1zSul__eeTwHQaRbCNtEBPMSs9vqaXowcvhWwWsI85L_EJ4khNpt555tU_36CIassM9czJDrHxQwq2u16ElUhP-TDoJSU8-0zKkKSmEalNfvWy9fibwAn0tXxL5BdEFYuFg_DtJoQaAwmYF09Dm_1h4e00Cfgs0dcLtLXQt6qDoToU3L0Hl1Tvxt-l8Ly5Kx6MonHgjjBPmn-Sq9UXaqDVheM3ZP8kZ6BNyPSkJlBtlwYKgjTpVvdnEx5PXtqWDGp7XwpUgWWayCwrcPhiVb9Ir_LYMQlqE1SNNA1PiEsBWUYx1VkO6Z5cotsi5nZ7_P0xXgD40aP2NT84iXq-bLmzhI5-tPdWmH21dh-R1Pf59ZeGh4iGy7UItwT0ZmSAa0599po&p=13&fvj=1&vjs=3
62,            ERP Database Analyst,AIT,3.6 out of 5 star rating,Sponsored,"
            Backup and restore data to prevent data loss. Minimum 5 years as DBA, 5 of which relate to supporting ERP (IFS) systems. Protect data from unauthorized access.",31 reviews,https://www.indeed.com//cmp/Ait/reviews?campaignid=cmplinktst2&amp;from=SERP&amp;jt=ERP+Database+Analyst&amp;fromjk=473b40d78e043701&amp;jcid=b1188e4b735bb3d5,"Plano, TX 75074",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0B6fjK5d1wRNgGiOJZJqfGlQ3GriBivcAV2kCqWrkkso4uBn9PhIg1RufQDAaDJhoC1Zy2mQWu2ERLCBev_zvZZt16BxhOwYuRhUEfwo1_vmb5m4hamE8z-0Gr4WFmWFlOw-HFdV3W7PlJQB3Q-94Vam5xPVDMvuENJKlwuFatSsVjIYiWvGPKL1epsz2xCmt-mjQ3i8kUcdpkqx885mzJGhFfvqpTueRm_9hul9DWeWR93J_xFiBQMhdOGEJL-MYphygqFKcd3uYpe6zN7vmzwxzMV245jDG-TdxwM2svziomakJLv-_JTKwfAq36kSldwuKXbm8veXsVgGbyDIADyf6RGCbHVWrNICClV6tceyItjQ061PLWMkDxJCOBwXwW89dFXghLqX3psxwuuSoUgrxDfyIEdiuHMUy3snkSRzfxhaAiP4T85XDOGtaGzSFA=&p=14&fvj=1&vjs=3
63,DATA SCIENTIST I,UT Southwestern Medical Center,3.9 out of 5 star rating,save job - more...,"
            This position is security-sensitive and subject to Texas Education Code 51.215, which authorizes UT Southwestern to obtain criminal history record information.",787 reviews,https://www.indeed.com//cmp/Ut-Southwestern-Medical-Center/reviews?campaignid=cmplinktst2&amp;from=SERP&amp;jt=DATA+SCIENTIST+I&amp;fromjk=b34757e702ad2ee0&amp;jcid=245cecf5f0560d8c,NULL,https://www.indeed.com/rc/clk?jk=b34757e702ad2ee0&fccid=245cecf5f0560d8c&vjs=3
64,            HR Data Analyst,7-Eleven,3.6 out of 5 star rating,save job - more...,"
            5, Reporting, Systems Integration, Analytics and Business Intelligence. The HRIS Analyst, under moderate supervision, supports and maintains systems making up…","10,638 reviews",https://www.indeed.com//cmp/7--eleven/reviews?campaignid=cmplinktst2&amp;from=SERP&amp;jt=HR+Data+Analyst&amp;fromjk=439017c13505856b&amp;jcid=e22ec123cbb88199,NULL,https://www.indeed.com/rc/clk?jk=439017c13505856b&fccid=e22ec123cbb88199&vjs=3
65,            Pricing Analyst I,Worldwide Express,NULL,save job - more...,"
            Proactive demeanor and strong attention to detail. This position is the entry career level in a complex function designed to be an integral part of the…",NULL,NULL,NULL,https://www.indeed.com/company/Worldwide-Express/jobs/Pricing-Analyst-565934d3b6559220?fccid=1df318ef527af4ad&vjs=3
66,            Jr. Data Scientist         - new,Zimmerman Advertising,3.0 out of 5 star rating,9 hours ago,"
            Knowledge of data storage, data management, and cloud data platforms tools preferred. Together, you and your trusty Junior Data Analyst, will accomplish many…",78 reviews,https://www.indeed.com//cmp/Zimmerman-Advertising/reviews?campaignid=cmplinktst2&amp;from=SERP&amp;jt=Jr.+Data+Scientist&amp;fromjk=455ddcae621eb4be&amp;jcid=3700c219e9e9398d,NULL,https://www.indeed.com/rc/clk?jk=455ddcae621eb4be&fccid=3700c219e9e9398d&vjs=3
67,Data Analyst,Verizon,3.9 out of 5 star rating,save job - more...,"
            Experience as a data analyst or business data analyst. Acquire data from primary or secondary data sources and preserve the data integrity of these sources.","24,753 reviews",https://www.indeed.com//cmp/Verizon/reviews?campaignid=cmplinktst2&amp;from=SERP&amp;jt=Data+Analyst&amp;fromjk=00ecb7a8363d9901&amp;jcid=f7029f63fe5c906e,NULL,https://www.indeed.com/rc/clk?jk=00ecb7a8363d9901&fccid=f7029f63fe5c906e&vjs=3
68,Data Analyst,Harman International,4.0 out of 5 star rating,save job - more...,"
            For data correlation, analysis, reporting, etc. Building analysis reports using CM/PM/FM data. A solid understanding of RF fundamentals and data network…",602 reviews,https://www.indeed.com//cmp/Harman/reviews?campaignid=cmplinktst2&amp;from=SERP&amp;jt=Data+Analyst&amp;fromjk=b1a490792b865bb6&amp;jcid=59bdf8d25a025ee7,NULL,https://www.indeed.com/rc/clk?jk=b1a490792b865bb6&fccid=4faf342d2307e9ed&vjs=3
69,            Reporting Analyst I,Worldwide Express,NULL,save job - more...,"
            Design data storage system and load data from business processes to data warehouses, make sure all the data is up-to-date. WE ARE COMMITTED TO GIVING YOU:",NULL,NULL,NULL,https://www.indeed.com/company/Worldwide-Express/jobs/Reporting-Analyst-0e69eabf02a71196?fccid=1df318ef527af4ad&vjs=3
70,Data Analyst,KidKraft,4.8 out of 5 star rating,save job - more...,"
            To this end, we are looking for a Data Analyst who will be responsible for managing the Python code, price scraping process and analysis of KidKraft’s dynamic…",12 reviews,https://www.indeed.com//cmp/Kidkraft/reviews?campaignid=cmplinktst2&amp;from=SERP&amp;jt=Data+Analyst&amp;fromjk=3b966fb4a154edea&amp;jcid=f5928b3a1f25b33f,NULL,https://www.indeed.com/rc/clk?jk=3b966fb4a154edea&fccid=f5928b3a1f25b33f&vjs=3
71,            Business Analytics Analyst,Zibby,2.3 out of 5 star rating,save job - more...,"
            Maintain and enhance current reporting data including operations and performance data change. Knowledge of SQL or similar data analytics tools (preferred).",8 reviews,https://www.indeed.com//cmp/Zibby/reviews?campaignid=cmplinktst2&amp;from=SERP&amp;jt=Business+Analytics+Analyst&amp;fromjk=17ba349615b9edd8&amp;jcid=62ed4483fc471696,NULL,https://www.indeed.com/company/Zibby/jobs/Business-Analytic-Analyst-17ba349615b9edd8?fccid=876984577d281e7d&vjs=3
72,            Department Data Analyst Sr.,UT Southwestern Medical Center,3.9 out of 5 star rating,save job - more...,"
            This position is security-sensitive and subject to Texas Education Code 51.215, which authorizes UT Southwestern to obtain criminal history record information.",787 reviews,https://www.indeed.com//cmp/Ut-Southwestern-Medical-Center/reviews?campaignid=cmplinktst2&amp;from=SERP&amp;jt=Department+Data+Analyst+Sr.&amp;fromjk=a96339f8f68a428c&amp;jcid=245cecf5f0560d8c,NULL,https://www.indeed.com/rc/clk?jk=a96339f8f68a428c&fccid=245cecf5f0560d8c&vjs=3
73,            Compliance Analyst - Mortgage,Recovco Mortgage Management,3.0 out of 5 star rating,Sponsored,"
            Entering data into the system. Compliance Analysts with post-closing TRID and NPL compliance experience. Recovco Mortgage Management, LLC established as an…",26 reviews,https://www.indeed.com//cmp/Recovco-Mortgage-Management/reviews?campaignid=cmplinktst2&amp;from=SERP&amp;jt=Compliance+Analyst+-+Mortgage&amp;fromjk=9c85b36a3e72f27d&amp;jcid=ad07577192f2a13a,"Dallas, TX",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BsP0bh-gP0Ksp9L4YI_2D7FE7E8Ko-sMqCKBfsZr-hldP1cnN3LXm69Vns2LcRfH1RMGTZn4JhwxyYV-qOpFPeO2Er2T_j7rJAKniIY2vQbu6ArmWZyC0uWr1oDjfB86IZGwcIGoUYnl0Agmkn2fg9Bwx44Ix9IfSPsOtdrhbnRqbHdCEWjxYDq91xgtsoQXMp_A0pzc5Pnha2G3GTEE61JHP9fqwdpS4Yi2ENi2Ow7C5dNPpZ7aOq5lDDECcPURa4IFn7z_c7-46ZpnJpviA2NNnpaFq6pM6IOZLTmCf350cltZQu_lmkkMmM4-ikYqp6PnlxPkaLpBHjBxqJSsKaImS1XwU6bz_xZ-Hn1Db4TiL2QPBqu2CLALVkE_4YVMw5QmzbZxztKLhln6RMYj9qogVPOA2Vv5yrIyp8xgnsV-f2cHr1ww4j11nN0GA7ngE=&p=10&fvj=1&vjs=3
